COWNNUM,OCCPCODE,CLTSEX,MARRYD,CLTTYPE,BILLCHNL,Count_product,Age_Product1,Age,Product_1,Product_2
10029120,1489,M,M,P,B,1,1,33,05_ILP 2016 - Prulink,03_Universal life
10030665,376,M,S,P,C,1,1,31,02_CI Endowment,03_Universal life
10030745,2309,F,M,P,C,1,1,46,02_CI Endowment,03_Universal life
10032850,218,F,M,P,C,1,1,43,05_ILP 2016 - Prulink,03_Universal life
10033227,2309,F,M,P,C,1,1,28,03_Universal life,03_Universal life
10033530,1078,F,M,P,C,1,1,39,03_Universal life,03_Universal life
10036341,2309,F,M,P,C,1,1,66,03_Universal life,03_Universal life
10037511,478,M,M,P,C,1,1,39,02_CI Endowment,03_Universal life
10038534,2025,M,M,P,C,1,1,64,02_CI Endowment,03_Universal life
10039398,2436,M,S,P,C,1,1,35,01_Endowment,03_Universal life
10039621,1090,M,M,P,C,1,1,42,05_ILP 2016 - Prulink,03_Universal life
10041714,2025,M,M,P,C,1,1,63,03_Universal life,03_Universal life
10044443,2309,M,M,P,C,1,1,61,05_ILP 2016 - Prulink,03_Universal life
10044662,1516,F,M,P,C,1,1,40,03_Universal life,03_Universal life
10045157,1516,M,M,P,C,1,1,36,03_Universal life,03_Universal life
10045689,1516,M,M,P,C,1,1,35,05_ILP 2016 - Prulink,03_Universal life
10046506,801,F,M,P,C,1,1,32,02_CI Endowment,03_Universal life
10048025,1078,F,M,P,C,1,1,59,03_Universal life,03_Universal life
10048026,801,F,M,P,C,1,1,38,02_CI Endowment,03_Universal life
10049395,2309,M,D,P,C,1,1,63,03_Universal life,03_Universal life
10051098,1516,M,M,P,C,1,1,31,01_Endowment,03_Universal life
10052811,2019,F,M,P,C,1,1,35,02_CI Endowment,03_Universal life
10054966,2309,F,M,P,C,1,1,51,02_CI Endowment,03_Universal life
10055110,218,M,M,P,C,1,1,29,02_CI Endowment,03_Universal life
10055497,1078,F,M,P,C,1,1,59,03_Universal life,03_Universal life
10056383,213,F,M,P,C,1,1,29,01_Endowment,03_Universal life
10057134,231,F,M,P,C,1,1,30,02_CI Endowment,03_Universal life
10057454,218,F,M,P,C,1,1,31,05_ILP 2016 - Prulink,03_Universal life
10059410,1119,F,M,P,C,1,1,25,02_CI Endowment,03_Universal life
10060089,218,M,S,P,C,1,1,29,02_CI Endowment,03_Universal life
10060767,1078,F,M,P,C,1,1,47,05_ILP 2016 - Prulink,03_Universal life
10062393,2218,F,M,P,C,1,1,41,03_Universal life,03_Universal life
10062592,1078,M,M,P,C,1,1,37,01_Endowment,03_Universal life
10066018,1516,F,M,P,C,1,1,51,02_CI Endowment,03_Universal life
10067337,1884,M,S,P,C,1,1,47,04_PruCare Plus,03_Universal life
10068057,1078,F,M,P,C,1,1,31,02_CI Endowment,03_Universal life
10069739,801,F,M,P,C,1,1,60,04_PruCare Plus,03_Universal life
10069996,243,M,S,P,C,1,1,19,02_CI Endowment,03_Universal life
10072032,2309,F,M,P,C,1,1,58,02_CI Endowment,03_Universal life
10072191,1078,M,M,P,C,1,1,63,01_Endowment,03_Universal life
10072215,213,F,M,P,B,1,1,37,03_Universal life,03_Universal life
10073531,1516,M,M,P,C,1,1,65,03_Universal life,03_Universal life
10077046,2309,F,M,P,C,1,1,46,02_CI Endowment,03_Universal life
10077917,2309,M,M,P,C,1,1,59,03_Universal life,03_Universal life
10078385,1884,M,M,P,C,1,1,66,03_Universal life,03_Universal life
10080249,1516,F,M,P,C,1,1,60,03_Universal life,03_Universal life
10080286,180,F,S,P,C,1,1,26,01_Endowment,03_Universal life
10083492,1078,M,M,P,C,1,1,45,05_ILP 2016 - Prulink,03_Universal life
10084484,2025,F,M,P,C,1,1,34,03_Universal life,03_Universal life
10085309,1078,F,M,P,C,1,1,29,03_Universal life,03_Universal life
10088018,218,F,M,P,C,1,1,31,03_Universal life,03_Universal life
10089715,1078,M,M,P,C,1,1,37,01_Endowment,03_Universal life
10091092,1450,F,M,P,C,1,1,27,01_Endowment,03_Universal life
10091379,1078,F,M,P,C,1,1,41,01_Endowment,03_Universal life
10093017,1516,F,M,P,C,1,1,57,02_CI Endowment,03_Universal life
10093151,448,F,M,P,C,1,1,33,05_ILP 2016 - Prulink,03_Universal life
10093736,1516,M,S,P,C,1,1,24,05_ILP 2016 - Prulink,03_Universal life
10095482,2025,F,M,P,C,1,1,42,05_ILP 2016 - Prulink,03_Universal life
10095774,1078,F,M,P,C,1,1,48,05_ILP 2016 - Prulink,03_Universal life
10096062,218,M,M,P,C,1,1,62,03_Universal life,03_Universal life
10096637,1078,F,M,P,C,1,1,47,01_Endowment,03_Universal life
10098405,1516,F,M,P,C,1,1,32,01_Endowment,03_Universal life
10099374,2309,F,M,P,C,1,1,59,05_ILP 2016 - Prulink,03_Universal life
10100128,2025,F,M,P,C,1,1,31,01_Endowment,03_Universal life
10100609,801,F,M,P,C,1,1,52,03_Universal life,03_Universal life
10100896,1078,F,M,P,C,1,1,38,03_Universal life,03_Universal life
10100950,1119,M,M,P,C,1,1,55,03_Universal life,03_Universal life
10101457,1078,M,M,P,C,1,1,34,05_ILP 2016 - Prulink,03_Universal life
10102587,1516,M,M,P,C,1,1,33,02_CI Endowment,03_Universal life
10102659,1078,F,M,P,C,1,1,33,02_CI Endowment,03_Universal life
10107286,1078,F,M,P,C,1,1,26,03_Universal life,03_Universal life
10108799,2309,F,M,P,C,1,1,34,02_CI Endowment,03_Universal life
10108879,1910,M,M,P,C,1,1,37,03_Universal life,03_Universal life
10111207,1450,F,M,P,C,1,1,34,05_ILP 2016 - Prulink,03_Universal life
10113222,997,M,M,P,C,1,1,30,05_ILP 2016 - Prulink,03_Universal life
10114541,1489,M,M,P,C,1,1,38,02_CI Endowment,03_Universal life
10116792,2309,F,M,P,C,1,1,62,03_Universal life,03_Universal life
10119256,218,F,M,P,C,1,1,28,03_Universal life,03_Universal life
10119382,1090,M,M,P,B,1,1,55,03_Universal life,03_Universal life
10120685,1461,F,M,P,C,1,1,34,03_Universal life,03_Universal life
10122619,2025,F,M,P,C,1,0,29,05_ILP 2016 - Prulink,03_Universal life
10123452,2309,F,M,P,C,1,1,44,01_Endowment,03_Universal life
10124849,2309,F,M,P,C,1,1,47,01_Endowment,03_Universal life
10125974,1078,F,M,P,C,1,1,41,03_Universal life,03_Universal life
10126191,2218,F,M,P,C,1,1,34,05_ILP 2016 - Prulink,03_Universal life
10127044,2025,M,M,P,C,1,1,46,03_Universal life,03_Universal life
10128204,1078,F,M,P,C,1,1,60,02_CI Endowment,03_Universal life
10128254,1516,F,M,P,C,1,1,42,01_Endowment,03_Universal life
10128370,1422,M,M,P,C,1,1,29,01_Endowment,03_Universal life
10128458,2025,F,M,P,C,1,1,54,05_ILP 2016 - Prulink,03_Universal life
10128497,1516,M,M,P,C,1,1,41,02_CI Endowment,03_Universal life
10128585,1516,F,M,P,C,1,1,24,02_CI Endowment,03_Universal life
10131024,2025,F,M,P,C,1,1,21,03_Universal life,03_Universal life
10133891,1078,M,M,P,C,1,1,34,01_Endowment,03_Universal life
10136338,1599,F,M,P,C,1,1,37,03_Universal life,03_Universal life
10136796,2309,F,M,P,C,1,1,65,03_Universal life,03_Universal life
10137495,1078,M,M,P,C,1,1,37,05_ILP 2016 - Prulink,03_Universal life
10139477,218,M,U,P,C,1,1,35,03_Universal life,03_Universal life
10140367,213,F,M,P,C,1,1,27,05_ILP 2016 - Prulink,03_Universal life
10140644,1516,M,M,P,C,1,3,20,01_Endowment,03_Universal life
10142372,1078,F,M,P,C,1,1,56,03_Universal life,03_Universal life
10142767,1516,F,M,P,C,1,1,52,03_Universal life,03_Universal life
10143323,2309,F,M,P,C,1,1,63,03_Universal life,03_Universal life
10143907,2309,F,M,P,C,1,1,64,03_Universal life,03_Universal life
10144007,2309,F,M,P,C,1,1,51,03_Universal life,03_Universal life
10144469,1078,F,M,P,C,1,1,45,03_Universal life,03_Universal life
10144534,1078,M,M,P,C,1,1,30,03_Universal life,03_Universal life
10145644,218,F,M,P,C,1,1,50,05_ILP 2016 - Prulink,03_Universal life
10147546,1516,F,M,P,C,1,1,39,02_CI Endowment,03_Universal life
10148602,2025,F,M,P,C,1,1,34,05_ILP 2016 - Prulink,03_Universal life
10148681,1078,F,M,P,C,1,1,62,03_Universal life,03_Universal life
10148778,2025,F,M,P,C,1,1,36,01_Endowment,03_Universal life
10150299,369,M,S,P,C,1,1,36,05_ILP 2016 - Prulink,03_Universal life
10153077,218,F,M,P,C,1,1,31,03_Universal life,03_Universal life
10153653,801,F,M,P,C,1,1,24,03_Universal life,03_Universal life
10154089,2025,F,M,P,C,1,1,35,05_ILP 2016 - Prulink,03_Universal life
10156297,1078,F,M,P,C,1,1,43,02_CI Endowment,03_Universal life
10157991,1078,F,M,P,C,1,1,64,03_Universal life,03_Universal life
10158901,1078,F,M,P,C,1,1,42,03_Universal life,03_Universal life
10158989,2309,F,M,P,C,1,1,40,02_CI Endowment,03_Universal life
10159115,1078,M,M,P,C,1,1,58,03_Universal life,03_Universal life
10160826,448,M,S,P,C,1,1,31,05_ILP 2016 - Prulink,03_Universal life
10162133,1078,F,M,P,C,1,1,29,03_Universal life,03_Universal life
10163445,419,M,S,P,C,1,1,30,04_PruCare Plus,03_Universal life
10163830,1450,F,M,P,C,1,1,56,02_CI Endowment,03_Universal life
10165482,1078,F,M,P,C,1,1,60,03_Universal life,03_Universal life
10166864,218,F,M,P,C,1,1,35,03_Universal life,03_Universal life
10167621,213,F,M,P,C,1,1,31,03_Universal life,03_Universal life
10168307,997,M,M,P,C,1,1,25,05_ILP 2016 - Prulink,03_Universal life
10168898,2025,F,M,P,C,1,1,41,03_Universal life,03_Universal life
10169871,1078,M,M,P,C,1,1,43,03_Universal life,03_Universal life
10170022,1078,M,M,P,C,1,1,38,05_ILP 2016 - Prulink,03_Universal life
10170233,1078,F,M,P,C,1,1,59,02_CI Endowment,03_Universal life
10170688,218,F,M,P,C,1,1,29,03_Universal life,03_Universal life
10171007,2499,M,M,P,C,1,1,36,01_Endowment,03_Universal life
10171577,801,F,M,P,C,1,1,34,03_Universal life,03_Universal life
10171826,1078,F,M,P,C,1,1,32,05_ILP 2016 - Prulink,03_Universal life
10174917,1489,F,M,P,C,1,1,58,05_ILP 2016 - Prulink,03_Universal life
10175133,2025,F,M,P,C,1,1,28,03_Universal life,03_Universal life
10175858,,,,C,C,1,1,,03_Universal life,03_Universal life
10175898,448,F,M,P,B,1,1,34,03_Universal life,03_Universal life
10176412,1516,M,M,P,C,1,1,28,05_ILP 2016 - Prulink,03_Universal life
10176804,2309,F,M,P,C,1,1,56,03_Universal life,03_Universal life
10177145,218,F,M,P,C,1,1,28,03_Universal life,03_Universal life
10178314,1516,F,M,P,C,1,1,41,03_Universal life,03_Universal life
10178885,1078,M,M,P,C,1,1,40,03_Universal life,03_Universal life
10180261,218,F,M,P,C,1,1,22,02_CI Endowment,03_Universal life
10181993,218,F,M,P,C,1,1,27,05_ILP 2016 - Prulink,03_Universal life
10182291,447,M,M,P,C,1,1,33,01_Endowment,03_Universal life
10185959,213,F,M,P,C,1,1,35,05_ILP 2016 - Prulink,03_Universal life
10189171,1078,F,M,P,C,1,1,47,05_ILP 2016 - Prulink,03_Universal life
10189761,218,F,M,P,C,1,1,37,05_ILP 2016 - Prulink,03_Universal life
10190523,1591,M,M,P,C,1,0,44,05_ILP 2016 - Prulink,03_Universal life
10191728,2309,F,M,P,C,1,1,49,05_ILP 2016 - Prulink,03_Universal life
10191941,2218,F,M,P,C,1,1,37,03_Universal life,03_Universal life
10192119,2309,M,M,P,C,1,1,59,05_ILP 2016 - Prulink,03_Universal life
10193615,2025,F,M,P,C,1,1,49,05_ILP 2016 - Prulink,03_Universal life
10194332,1516,F,W,P,C,1,1,58,03_Universal life,03_Universal life
10194378,2025,F,S,P,C,1,1,60,03_Universal life,03_Universal life
10196057,1516,F,M,P,C,1,1,60,03_Universal life,03_Universal life
10196097,1078,F,M,P,C,1,1,47,03_Universal life,03_Universal life
10197008,2499,F,M,P,C,1,1,34,03_Universal life,03_Universal life
10197528,801,M,M,P,C,1,1,56,02_CI Endowment,03_Universal life
10200867,1516,F,M,P,C,1,1,44,05_ILP 2016 - Prulink,03_Universal life
10201361,2025,F,M,P,C,1,1,33,01_Endowment,03_Universal life
10202558,2329,F,M,P,C,1,1,52,05_ILP 2016 - Prulink,03_Universal life
10203477,1516,M,M,P,C,1,1,38,02_CI Endowment,03_Universal life
10205512,2309,M,M,P,C,1,1,61,05_ILP 2016 - Prulink,03_Universal life
10205744,1516,M,M,P,C,1,1,46,03_Universal life,03_Universal life
10205805,447,F,M,P,C,1,1,40,05_ILP 2016 - Prulink,03_Universal life
10208400,1078,F,M,P,C,1,1,34,03_Universal life,03_Universal life
10209482,1450,F,M,P,C,1,1,36,05_ILP 2016 - Prulink,03_Universal life
10210550,1078,F,M,P,C,1,1,44,03_Universal life,03_Universal life
10210979,218,F,M,P,C,1,1,27,01_Endowment,03_Universal life
10216567,2020,F,M,P,C,1,1,38,05_ILP 2016 - Prulink,03_Universal life
10216798,456,F,M,P,C,1,1,40,05_ILP 2016 - Prulink,03_Universal life
10216862,1830,F,S,P,C,1,1,20,03_Universal life,03_Universal life
10217021,1078,F,M,P,C,1,1,37,05_ILP 2016 - Prulink,03_Universal life
10217903,1078,F,M,P,C,1,1,30,05_ILP 2016 - Prulink,03_Universal life
10218528,1078,F,M,P,C,1,1,64,05_ILP 2016 - Prulink,03_Universal life
10218702,2309,F,M,P,C,1,1,53,01_Endowment,03_Universal life
10220678,218,F,M,P,C,1,1,39,05_ILP 2016 - Prulink,03_Universal life
10220879,1078,F,M,P,C,1,1,38,02_CI Endowment,03_Universal life
10221456,2025,F,M,P,C,1,1,56,03_Universal life,03_Universal life
10221999,1078,F,M,P,C,1,1,32,03_Universal life,03_Universal life
10222564,218,F,M,P,C,1,1,34,03_Universal life,03_Universal life
10229445,218,M,M,P,C,1,1,35,05_ILP 2016 - Prulink,03_Universal life
10229856,2499,F,U,P,C,1,1,25,02_CI Endowment,03_Universal life
10230968,218,F,M,P,C,1,1,43,05_ILP 2016 - Prulink,03_Universal life
10231346,2025,F,M,P,C,1,1,43,02_CI Endowment,03_Universal life
10231597,1401,M,M,P,C,1,1,40,01_Endowment,03_Universal life
10232342,2223,F,M,P,C,1,1,31,03_Universal life,03_Universal life
10232798,447,F,M,P,C,1,1,38,02_CI Endowment,03_Universal life
10233995,1078,F,M,P,C,1,1,44,05_ILP 2016 - Prulink,03_Universal life
10235999,2309,F,M,P,C,1,1,61,03_Universal life,03_Universal life
10236254,1516,M,M,P,C,1,0,51,01_Endowment,03_Universal life
10236594,2309,F,M,P,C,1,1,63,03_Universal life,03_Universal life
10237483,1078,M,M,P,C,1,0,35,04_PruCare Plus,03_Universal life
10238998,1835,M,M,P,C,1,1,27,03_Universal life,03_Universal life
10242741,218,F,M,P,C,1,1,34,03_Universal life,03_Universal life
10245149,2025,M,M,P,C,1,1,38,03_Universal life,03_Universal life
10246732,1516,M,M,P,C,1,1,65,04_PruCare Plus,03_Universal life
10248456,2309,F,M,P,C,1,1,37,05_ILP 2016 - Prulink,03_Universal life
10248989,1516,F,M,P,C,1,1,63,03_Universal life,03_Universal life
10249716,1516,F,M,P,C,1,1,55,02_CI Endowment,03_Universal life
10251999,2309,F,M,P,C,1,1,33,03_Universal life,03_Universal life
10253164,1078,F,M,P,C,1,1,51,03_Universal life,03_Universal life
10255813,1516,F,M,P,C,1,1,45,02_CI Endowment,03_Universal life
10257780,1078,M,M,P,C,1,1,53,02_CI Endowment,03_Universal life
10257784,2019,F,M,P,C,1,1,23,02_CI Endowment,03_Universal life
10258365,1516,M,M,P,C,1,1,30,01_Endowment,03_Universal life
10262561,801,F,M,P,C,1,1,35,03_Universal life,03_Universal life
10262891,1461,M,M,P,C,1,1,37,02_CI Endowment,03_Universal life
10263623,2025,F,M,P,C,1,1,34,05_ILP 2016 - Prulink,03_Universal life
10267589,1078,F,M,P,C,1,1,36,02_CI Endowment,03_Universal life
10268451,1516,M,M,P,C,1,1,50,03_Universal life,03_Universal life
10269490,2025,F,M,P,C,1,1,45,03_Universal life,03_Universal life
10270545,8,M,M,P,C,1,1,34,03_Universal life,03_Universal life
10274609,218,F,M,P,C,1,1,32,05_ILP 2016 - Prulink,03_Universal life
10275151,1516,F,M,P,C,1,1,46,04_PruCare Plus,03_Universal life
10275580,2309,F,S,P,C,1,1,52,02_CI Endowment,03_Universal life
10276558,1078,F,M,P,C,1,1,33,05_ILP 2016 - Prulink,03_Universal life
10276671,8,M,M,P,C,1,1,37,03_Universal life,03_Universal life
10276969,1078,F,M,P,C,1,1,43,04_PruCare Plus,03_Universal life
10277344,1078,F,M,P,C,1,1,44,03_Universal life,03_Universal life
10279115,1078,F,M,P,C,1,1,40,03_Universal life,03_Universal life
10284414,1516,F,M,P,C,1,1,40,03_Universal life,03_Universal life
10284543,1078,M,M,P,C,1,1,28,03_Universal life,03_Universal life
10284567,2025,F,M,P,C,1,1,64,05_ILP 2016 - Prulink,03_Universal life
10284726,1090,M,M,P,C,1,1,39,03_Universal life,03_Universal life
10287636,1078,M,M,P,C,1,1,29,03_Universal life,03_Universal life
10290973,376,M,M,P,C,1,1,40,03_Universal life,03_Universal life
10295284,218,F,M,P,C,1,1,47,05_ILP 2016 - Prulink,03_Universal life
10296966,1078,F,M,P,C,1,1,41,03_Universal life,03_Universal life
10297601,1078,F,M,P,C,1,1,38,02_CI Endowment,03_Universal life
10297959,1078,F,M,P,C,1,1,52,03_Universal life,03_Universal life
10299545,1516,M,M,P,C,1,1,56,03_Universal life,03_Universal life
10301087,218,M,M,P,C,1,1,39,03_Universal life,03_Universal life
10302802,1516,M,M,P,C,1,1,36,05_ILP 2016 - Prulink,03_Universal life
10305225,213,M,M,P,C,1,1,25,02_CI Endowment,03_Universal life
10306505,447,F,M,P,C,1,1,39,05_ILP 2016 - Prulink,03_Universal life
10307542,478,M,M,P,C,1,1,61,02_CI Endowment,03_Universal life
10308539,1516,M,M,P,C,1,1,65,03_Universal life,03_Universal life
10309031,430,F,M,P,C,1,1,55,02_CI Endowment,03_Universal life
10310806,801,M,M,P,C,1,1,64,03_Universal life,03_Universal life
10310847,801,F,M,P,C,1,1,29,01_Endowment,03_Universal life
10311029,1078,M,M,P,C,1,1,48,05_ILP 2016 - Prulink,03_Universal life
10311033,2309,M,M,P,C,1,1,61,04_PruCare Plus,03_Universal life
10311073,2025,M,M,P,C,1,1,62,03_Universal life,03_Universal life
10311468,1078,F,M,P,C,1,1,42,03_Universal life,03_Universal life
10311662,1078,F,M,P,C,1,1,43,05_ILP 2016 - Prulink,03_Universal life
10312119,1599,F,M,P,C,1,1,35,02_CI Endowment,03_Universal life
10312217,218,F,U,P,C,1,1,22,02_CI Endowment,03_Universal life
10312593,2019,F,M,P,C,1,0,30,03_Universal life,03_Universal life
10312737,1516,F,M,P,C,1,1,58,03_Universal life,03_Universal life
10313106,1516,F,M,P,C,1,1,48,03_Universal life,03_Universal life
10315211,1078,F,M,P,C,1,1,33,03_Universal life,03_Universal life
10317400,218,F,M,P,C,1,1,35,03_Universal life,03_Universal life
10317549,1516,F,M,P,C,1,1,60,05_ILP 2016 - Prulink,03_Universal life
10319884,1090,F,S,P,C,1,1,39,03_Universal life,03_Universal life
10319904,456,F,M,P,C,1,1,31,03_Universal life,03_Universal life
10320166,2309,F,M,P,C,1,1,44,05_ILP 2016 - Prulink,03_Universal life
10321213,218,F,S,P,C,1,1,44,03_Universal life,03_Universal life
10323016,1078,F,M,P,C,1,1,60,05_ILP 2016 - Prulink,03_Universal life
10323314,1516,M,M,P,C,1,1,30,01_Endowment,03_Universal life
10324386,1516,F,M,P,C,1,1,57,02_CI Endowment,03_Universal life
10324796,1516,F,M,P,C,1,1,57,03_Universal life,03_Universal life
10324819,1078,F,M,P,C,1,1,51,03_Universal life,03_Universal life
10325558,1078,F,M,P,C,1,1,42,02_CI Endowment,03_Universal life
10331595,218,F,M,P,C,1,1,35,03_Universal life,03_Universal life
10334485,2309,F,M,P,C,1,1,27,01_Endowment,03_Universal life
10335676,2309,F,M,P,C,1,1,58,03_Universal life,03_Universal life
10336229,1599,F,M,P,C,1,1,40,01_Endowment,03_Universal life
10336620,1516,F,M,P,C,1,1,31,02_CI Endowment,03_Universal life
10337490,8,F,M,P,C,1,1,29,02_CI Endowment,03_Universal life
10338508,213,F,M,P,C,1,1,36,01_Endowment,03_Universal life
10341894,1078,F,M,P,C,1,1,33,02_CI Endowment,03_Universal life
10343939,1516,F,M,P,C,1,1,56,03_Universal life,03_Universal life
10346462,1078,M,S,P,C,1,1,27,02_CI Endowment,03_Universal life
10349581,1078,F,M,P,C,1,1,27,01_Endowment,03_Universal life
10352274,1078,M,M,P,C,1,1,34,03_Universal life,03_Universal life
10352426,2499,F,M,P,C,1,1,34,01_Endowment,03_Universal life
10352896,1516,M,M,P,C,1,1,34,03_Universal life,03_Universal life
10354085,2025,F,M,P,C,1,1,50,05_ILP 2016 - Prulink,03_Universal life
10354906,213,F,M,P,C,1,1,29,03_Universal life,03_Universal life
10356009,1078,F,M,P,C,1,1,60,05_ILP 2016 - Prulink,03_Universal life
10356529,2025,M,M,P,C,1,1,38,05_ILP 2016 - Prulink,03_Universal life
10361058,1516,F,M,P,C,1,1,33,01_Endowment,03_Universal life
10361411,1078,F,M,P,C,1,1,47,01_Endowment,03_Universal life
10361477,2309,F,M,P,C,1,1,33,01_Endowment,03_Universal life
10361483,376,M,M,P,C,1,1,56,03_Universal life,03_Universal life
10363244,1516,F,M,P,C,1,1,53,03_Universal life,03_Universal life
10363455,2309,F,M,P,C,1,1,35,03_Universal life,03_Universal life
10363634,801,M,M,P,C,1,1,36,03_Universal life,03_Universal life
10364235,2019,F,M,P,C,1,1,25,02_CI Endowment,03_Universal life
10364341,2025,F,M,P,C,1,1,33,05_ILP 2016 - Prulink,03_Universal life
10365906,1078,M,M,P,C,1,1,54,03_Universal life,03_Universal life
10367408,1516,M,M,P,C,1,1,38,03_Universal life,03_Universal life
10370436,1450,F,M,P,C,1,1,34,01_Endowment,03_Universal life
10370614,1078,M,M,P,C,1,1,36,02_CI Endowment,03_Universal life
10371734,1078,F,M,P,C,1,1,34,03_Universal life,03_Universal life
10374409,1516,M,M,P,C,1,1,58,03_Universal life,03_Universal life
10374473,218,F,M,P,C,1,1,61,03_Universal life,03_Universal life
10374620,1516,M,M,P,C,1,1,63,03_Universal life,03_Universal life
10376730,1489,F,M,P,C,1,1,23,05_ILP 2016 - Prulink,03_Universal life
10376807,2309,F,M,P,C,1,1,58,03_Universal life,03_Universal life
10377733,1516,F,M,P,C,1,1,51,05_ILP 2016 - Prulink,03_Universal life
10377835,801,M,U,P,C,1,1,37,04_PruCare Plus,03_Universal life
10378870,105,M,M,P,C,1,1,44,02_CI Endowment,03_Universal life
10379196,2019,M,M,P,C,1,1,31,03_Universal life,03_Universal life
10379398,1078,F,M,P,C,1,1,49,03_Universal life,03_Universal life
10382511,218,F,M,P,C,1,1,35,05_ILP 2016 - Prulink,03_Universal life
10383568,2025,M,M,P,C,1,1,65,03_Universal life,03_Universal life
10385236,2025,F,M,P,C,1,1,42,03_Universal life,03_Universal life
10386004,2309,M,M,P,C,1,1,63,01_Endowment,03_Universal life
10388902,2025,F,M,P,C,1,1,42,02_CI Endowment,03_Universal life
10389825,1078,F,M,P,C,1,1,26,02_CI Endowment,03_Universal life
10390942,888,F,M,P,C,1,1,39,01_Endowment,03_Universal life
10392156,1078,F,M,P,C,1,1,39,02_CI Endowment,03_Universal life
10392911,218,F,M,P,C,1,1,28,01_Endowment,03_Universal life
10393142,2309,F,M,P,C,1,1,63,03_Universal life,03_Universal life
10395066,2309,F,M,P,C,1,1,49,02_CI Endowment,03_Universal life
10395415,801,F,M,P,C,1,1,54,02_CI Endowment,03_Universal life
10395723,1078,F,M,P,C,1,0,30,05_ILP 2016 - Prulink,03_Universal life
10396501,1078,F,M,P,C,1,1,30,03_Universal life,03_Universal life
10397032,2309,F,M,P,C,1,1,19,03_Universal life,03_Universal life
10398273,801,F,M,P,C,1,1,63,03_Universal life,03_Universal life
10400173,1078,F,M,P,C,1,1,28,01_Endowment,03_Universal life
10400927,583,F,M,P,C,1,1,46,03_Universal life,03_Universal life
10401191,1078,F,M,P,C,1,1,42,05_ILP 2016 - Prulink,03_Universal life
10401573,2309,F,M,P,C,1,1,64,01_Endowment,03_Universal life
10402937,1078,M,M,P,C,1,1,34,05_ILP 2016 - Prulink,03_Universal life
10403057,1078,M,S,P,C,1,1,32,03_Universal life,03_Universal life
10404264,1078,F,M,P,C,1,1,37,03_Universal life,03_Universal life
10405959,2025,F,M,P,C,1,1,56,05_ILP 2016 - Prulink,03_Universal life
10407599,1516,F,M,P,C,1,1,40,03_Universal life,03_Universal life
10407814,2309,F,M,P,C,1,1,43,03_Universal life,03_Universal life
10409048,997,F,M,P,C,1,1,37,03_Universal life,03_Universal life
10410993,1516,F,M,P,C,1,1,52,03_Universal life,03_Universal life
10413416,1516,M,M,P,C,1,1,50,02_CI Endowment,03_Universal life
10415117,1078,M,M,P,C,1,1,55,03_Universal life,03_Universal life
10415192,2025,F,M,P,C,1,1,44,02_CI Endowment,03_Universal life
10416272,1078,F,M,P,C,1,1,32,05_ILP 2016 - Prulink,03_Universal life
10420782,1078,F,M,P,C,1,1,52,02_CI Endowment,03_Universal life
10422417,2025,M,M,P,C,1,1,65,03_Universal life,03_Universal life
10422853,1516,F,M,P,C,1,1,39,05_ILP 2016 - Prulink,03_Universal life
10423495,997,F,M,P,C,1,1,29,01_Endowment,03_Universal life
10424365,1516,F,M,P,C,1,1,40,04_PruCare Plus,03_Universal life
10424954,1516,M,M,P,C,1,1,43,05_ILP 2016 - Prulink,03_Universal life
10426025,2309,F,M,P,C,1,1,50,03_Universal life,03_Universal life
10427176,218,F,M,P,C,1,1,33,03_Universal life,03_Universal life
10429453,2309,F,M,P,C,1,1,32,01_Endowment,03_Universal life
10429867,1461,M,M,P,C,1,1,37,03_Universal life,03_Universal life
10431351,2025,F,M,P,C,1,1,37,03_Universal life,03_Universal life
10431666,218,F,M,P,C,1,1,34,03_Universal life,03_Universal life
10432410,218,F,M,P,C,1,1,28,05_ILP 2016 - Prulink,03_Universal life
10432838,478,M,M,P,C,1,1,37,02_CI Endowment,03_Universal life
10433187,1516,F,M,P,C,1,1,52,02_CI Endowment,03_Universal life
10434784,2025,F,M,P,C,1,1,38,05_ILP 2016 - Prulink,03_Universal life
10434946,1516,M,M,P,C,1,1,54,02_CI Endowment,03_Universal life
10437178,1078,F,M,P,C,1,1,60,03_Universal life,03_Universal life
10437265,1516,M,M,P,C,1,1,40,03_Universal life,03_Universal life
10437578,213,F,M,P,C,1,1,33,03_Universal life,03_Universal life
10437934,1078,F,M,P,C,1,1,36,03_Universal life,03_Universal life
10438615,1078,F,M,P,C,1,1,36,02_CI Endowment,03_Universal life
10441163,2309,M,M,P,C,1,1,59,05_ILP 2016 - Prulink,03_Universal life
10441392,801,F,M,P,C,1,1,41,02_CI Endowment,03_Universal life
10443191,997,F,M,P,C,1,1,41,03_Universal life,03_Universal life
10446431,997,F,M,P,C,1,1,34,01_Endowment,03_Universal life
10446755,218,F,M,P,C,1,1,39,02_CI Endowment,03_Universal life
10447922,1078,F,M,P,C,1,1,63,04_PruCare Plus,03_Universal life
10448425,1078,F,M,P,C,1,1,34,03_Universal life,03_Universal life
10449224,218,F,M,P,C,1,1,34,05_ILP 2016 - Prulink,03_Universal life
10449236,1078,F,S,P,C,1,1,20,03_Universal life,03_Universal life
10450732,213,F,M,P,C,1,1,41,05_ILP 2016 - Prulink,03_Universal life
10451802,448,F,M,P,C,1,1,27,03_Universal life,03_Universal life
